rank,score,image,description,target_probability,reference_probability,probability_margin,best_target_prompt,best_reference_prompt,best_overall_prompt,width,height,extension,size_bytes,references,context_keyword_hits
1674,-0.2320285551249981,assets/images/2025/20240913_20250208/20250131_005853_1.jpg,a ring resonator diagram,0.01703743077814579,0.2661034166812897,-0.24906598590314388,a doughnut chart,a ring resonator diagram,a ring resonator diagram,1200,612,.jpg,124206,_posts/2025-02-09-weekly-OFS-33.md:126,
1675,-0.2322268933057785,assets/images/2024/20241122_20241215/20241212_054309_1.jpg,a bar chart,0.09609981626272202,0.42442652583122253,-0.3283267095685005,a doughnut chart,a bar chart,a bar chart,1200,1108,.jpg,105872,_posts/2024-12-22-weekly-OFS-26.md:137,
1676,-0.23225348256528378,assets/images/2025/20250225_20250406/20250402_020612_0.jpg,a line chart,0.0031403349712491035,0.23853415250778198,-0.23539381753653288,a doughnut chart,a line chart,a line chart,900,1200,.jpg,150887,_posts/2025-04-06-weekly-OFS-41.md:281,
1677,-0.2322931920643896,assets/images/2025/20240910_20250117/20250107_024257_1.jpg,a table,0.0011031163157895207,0.23449942469596863,-0.2333963083801791,a circular percentage chart,a table,a table,1200,868,.jpg,120666,_posts/2025-01-19-weekly-OFS-30.md:152,
1678,-0.2322931920643896,assets/images/2025/20241101_20250124/20250116_015751_3.jpg,a table,0.0011031163157895207,0.23449942469596863,-0.2333963083801791,a circular percentage chart,a table,a table,1200,868,.jpg,120666,,
1679,-0.23230625689029694,assets/images/2025/SiPho_basics/image24.png,a scatter plot,0.09425459057092667,0.42081543803215027,-0.3265608474612236,a circular chart with colored slices,a scatter plot,a scatter plot,1999,1201,.png,681304,_posts/2025-02-27-SiPho.md:235,
1680,-0.23250725865364075,assets/images/imported/ln-memos-simulations-2018/image165.png,a scatter plot,0.0339544415473938,0.30041614174842834,-0.26646170020103455,a circular percentage chart,a scatter plot,a scatter plot,688,551,.png,89655,_posts/2018-01-03-ln-memos-simulations-2018.md:369,
1681,-0.2325359785463661,assets/images/2025/20241206_20250308/20250302_171017_0.jpg,a table,0.0012126612709835172,0.23496130108833313,-0.2337486398173496,a circular percentage chart,a table,a table,768,484,.jpg,123995,_posts/2025-03-09-weekly-OFS-37.md:106,
1682,-0.23256452521309257,assets/images/2024/20240502_20241115/20241112_112734_0.jpg,a table,0.002193941967561841,0.23695240914821625,-0.2347584671806544,a circular percentage chart,a table,a table,1200,668,.jpg,73659,_posts/2024-11-17-weekly-OFS-21.md:143,
1683,-0.23256452521309257,assets/images/2025/20241229_20250804/20250802_051141_0.jpg,a table,0.002193941967561841,0.23695240914821625,-0.2347584671806544,a circular percentage chart,a table,a table,1200,668,.jpg,73659,_posts/2025-08-05-weekly-OFS-58.md:206,
1684,-0.23256452521309257,assets/images/2025/20250211_20250817/20250816_045341_0.jpg,a table,0.002193941967561841,0.23695240914821625,-0.2347584671806544,a circular percentage chart,a table,a table,1200,668,.jpg,73659,_posts/2025-08-18-weekly-OFS-60.md:262,
1685,-0.23283052816987038,assets/images/2025/20241130_20251124/20251118_031928_1.jpg,a circular object that is not a chart,0.01907476596534252,0.2709800601005554,-0.2519052941352129,a circular chart with colored slices,a circular object that is not a chart,a circular object that is not a chart,1200,714,.jpg,204259,_posts/2025-11-23-weekly-OFS-74.md:60,
1686,-0.23303957283496857,assets/images/2025/20250211_20250817/20250813_023234_2.jpg,a technical diagram,0.07318065315485,0.3794008791446686,-0.3062202259898186,a market share pie chart,a technical diagram,a technical diagram,542,268,.jpg,10268,_posts/2025-08-18-weekly-OFS-60.md:107,
1687,-0.2331265825778246,assets/images/2025/20240619_20250322/20250319_033140_1.jpg,a table,0.0015080636367201805,0.23614270985126495,-0.23463464621454477,a donut chart,a table,a table,1200,830,.jpg,132389,_posts/2025-03-23-weekly-OFS-39.md:207,
1688,-0.233146782964468,assets/images/2025/20250316_20250518/20250517_045004_0.jpg,a technical diagram,0.014414386823773384,0.26197555661201477,-0.2475611697882414,a doughnut chart,a technical diagram,a technical diagram,1199,1076,.jpg,144366,_posts/2025-05-18-weekly-OFS-47.md:163,
1689,-0.23334035836160183,assets/images/2025/20250214_20250921/20250916_040652_0.jpg,a ring resonator diagram,0.014328894205391407,0.26199814677238464,-0.24766925256699324,a composition breakdown pie chart,a ring resonator diagram,a ring resonator diagram,1200,834,.jpg,131635,_posts/2025-09-21-weekly-OFS-65.md:141,
1690,-0.2335507571697235,assets/images/2025/20240913_20250208/20250131_005853_0.jpg,a microscope image,0.022004827857017517,0.27756041288375854,-0.25555558502674103,a circular chart with colored slices,a microscope image,a microscope image,1199,749,.jpg,165517,_posts/2025-02-09-weekly-OFS-33.md:125,
1691,-0.23363926261663437,assets/images/imported/piezoelectric-k-square-20190613/image26.png,a technical diagram,0.06021002307534218,0.3540593087673187,-0.29384928569197655,a doughnut chart,a technical diagram,a technical diagram,860,541,.png,41100,_posts/2019-06-13-piezoelectric-k-square.md:242,
1692,-0.23366108164191246,assets/images/2026/20240730_20260330/20260328_045733_0.jpg,a scientific plot,0.01629309542477131,0.2662472724914551,-0.24995417706668377,a doughnut chart,a scientific plot,a scientific plot,1100,1200,.jpg,124382,_posts/2026-03-30-weekly-OFS-92.md:154,
1693,-0.23374285642057657,assets/images/2025/20240822_20250825/20250823_090648_0.jpg,a microscope image,0.007387298624962568,0.2485174536705017,-0.24113015504553914,a doughnut chart,a microscope image,a microscope image,1200,871,.jpg,94582,_posts/2025-08-24-weekly-OFS-61.md:319,
1694,-0.23374285642057657,assets/images/2025/20240822_20250825/20250823_165750_0.jpg,a microscope image,0.007387298624962568,0.2485174536705017,-0.24113015504553914,a doughnut chart,a microscope image,a microscope image,1200,871,.jpg,94582,,
1695,-0.23386730253696442,assets/images/imported/ln-properties/image91.png,a bar chart,0.03523968905210495,0.3043466806411743,-0.26910699158906937,a circular percentage chart,a bar chart,a bar chart,266,166,.png,4409,_posts/2018-04-28-ln-properties.md:147,
1696,-0.23404981568455696,assets/images/imported/piezoelectric-k-square-20190613/image56.png,a technical diagram,0.010755723342299461,0.2555612623691559,-0.24480553902685642,a circular percentage chart,a technical diagram,a technical diagram,193,85,.png,5637,_posts/2019-06-13-piezoelectric-k-square.md:37,
1697,-0.23411191999912262,assets/images/imported/lnnb-unitcell-simulations-1806-1812/image18.png,a microscope image,0.010059736669063568,0.25423139333724976,-0.2441716566681862,a circular chart with colored slices,a microscope image,a microscope image,544,466,.png,92393,_posts/2018-06-23-lnnb-unitcell-simulations-1806-1812.md:280,
1698,-0.23417682945728302,assets/images/imported/lnnb-full-beam-simulations-1806-1812/image93.png,a scatter plot,0.0775436982512474,0.38926422595977783,-0.3117205277085304,a doughnut chart,a scatter plot,a scatter plot,837,573,.png,108300,_posts/2018-06-01-lnnb-full-beam-simulations-1806-1812.md:928,
1699,-0.23420096933841705,assets/images/2025/20241006_20250602/20250528_042945_0.jpg,a microscope image,0.05659522861242294,0.34739142656326294,-0.29079619795084,a doughnut chart,a microscope image,a microscope image,1200,1005,.jpg,225843,_posts/2025-06-01-weekly-OFS-49.md:77,
1700,-0.23430078849196434,assets/images/2025/shed/IMG_3314.JPG,a wafer photo,0.0032564792782068253,0.240813747048378,-0.23755726777017117,a doughnut chart,a wafer photo,a wafer photo,4032,3024,.jpg,3090837,_posts/2025-04-20-shed.md:211,
1701,-0.2344980090856552,assets/images/2025/20250216_20250222/20250218_072725_0.jpg,a scatter plot,0.07179280370473862,0.37808361649513245,-0.30629081279039383,a doughnut chart,a scatter plot,a scatter plot,1200,1065,.jpg,244437,_posts/2025-02-23-weekly-OFS-35.md:200,
1702,-0.2346298098564148,assets/images/2024/20240829_20241109/20241107_161645_2.jpg,a microscope image,0.03680334985256195,0.3082365095615387,-0.27143315970897675,a pie chart,a microscope image,a microscope image,437,496,.jpg,229379,_posts/2024-11-09-weekly-OFS-20.md:141,
1703,-0.2346347263082862,assets/images/2026/CES2026/IMG_3184.jpg,a wafer photo,0.004295938182622194,0.24322660267353058,-0.23893066449090838,a doughnut chart,a wafer photo,a wafer photo,5712,4284,.jpg,4172253,_posts/2026-01-18-CES2026.md:446,
1704,-0.23470685631036758,assets/images/2025/20240926_20250811/20250805_051406_0.jpg,a scientific plot,0.0607636384665966,0.3562341332435608,-0.2954704947769642,a circular percentage chart,a scientific plot,a scientific plot,1200,737,.jpg,69202,_posts/2025-08-10-weekly-OFS-59.md:68,
1705,-0.23474038019776344,assets/images/2026/20240627_20260322/20260320_043546_1.jpg,a scatter plot,0.020513681694865227,0.2757677435874939,-0.25525406189262867,a circular percentage chart,a scatter plot,a scatter plot,1200,571,.jpg,114443,_posts/2026-03-23-weekly-OFS-91.md:399,
1706,-0.23515984043478966,assets/images/2024/20240829_20241109/20241106_155612_3.jpg,a microscope image,0.01885208673775196,0.2728640139102936,-0.2540119271725416,a doughnut chart,a microscope image,a microscope image,1200,912,.jpg,494383,_posts/2024-11-09-weekly-OFS-20.md:106,
1707,-0.23521322989836335,assets/images/2026/CES2026/IMG_3166.jpg,a wafer photo,0.0025407325010746717,0.2402946949005127,-0.23775396239943802,a circular percentage chart,a wafer photo,a wafer photo,4284,5712,.jpg,4033425,_posts/2026-01-18-CES2026.md:204,
1708,-0.23523927479982376,assets/images/2026/20240502_20260420/20260418_195321_0.jpg,a ring resonator diagram,0.02562403306365013,0.286487340927124,-0.2608633078634739,a market share pie chart,a ring resonator diagram,a ring resonator diagram,1200,1089,.jpg,257753,_posts/2026-04-20-weekly-OFS-95.md:216,
1709,-0.23535069823265076,assets/images/2024/20240702_20241207/20241205_155821_0.jpg,a ring resonator diagram,0.02030852437019348,0.2759677469730377,-0.25565922260284424,a doughnut chart,a ring resonator diagram,a ring resonator diagram,1163,1200,.jpg,249868,_posts/2024-12-15-weekly-OFS-25.md:133,
1710,-0.23536423593759537,assets/images/2026/20240627_20260322/20260316_214847_1.jpg,a ring resonator diagram,0.01565307006239891,0.2666703760623932,-0.2510173059999943,a market share pie chart,a ring resonator diagram,a ring resonator diagram,1200,650,.jpg,109207,_posts/2026-03-23-weekly-OFS-91.md:313,
1711,-0.23545553162693977,assets/images/2025/20250505_20250512/20250506_015746_0.jpg,a microscope image,0.02451314590871334,0.28448182344436646,-0.2599686775356531,a doughnut chart,a microscope image,a microscope image,1199,447,.jpg,68361,_posts/2025-05-12-weekly-OFS-46.md:81,
1712,-0.23559798300266266,assets/images/2025/20241218_20260104/20241219_035136_0.jpg,a line chart,0.08683394640684128,0.4092658758163452,-0.32243192940950394,a doughnut chart,a line chart,a line chart,1200,929,.jpg,58247,_posts/2026-01-08-weekly-OFS-80.md:68,
1713,-0.23564540408551693,assets/images/2025/20240619_20250322/20250321_012421_0.jpg,a technical diagram,0.008705426938831806,0.25305625796318054,-0.24435083102434874,a doughnut chart,a technical diagram,a technical diagram,1200,527,.jpg,89348,_posts/2025-03-23-weekly-OFS-39.md:290,
1714,-0.23569108545780182,assets/images/imported/20190919-tilt-mirror-with-bender/image16.png,a ring resonator diagram,0.10296294838190079,0.4416169822216034,-0.3386540338397026,a doughnut chart,a ring resonator diagram,a ring resonator diagram,963,476,.png,139609,_posts/2019-09-19-tilt-mirror-with-bender.md:28,
1715,-0.2357222605496645,assets/images/2025/20250419_20250713/20250602_015839_3.jpg,a microscope image,0.006380542181432247,0.248483344912529,-0.24210280273109674,a composition breakdown pie chart,a microscope image,a microscope image,1200,997,.jpg,116310,,
1716,-0.23574044555425644,assets/images/imported/lnnb-full-beam-simulations-1806-1812/image108.png,a scatter plot,0.019566316157579422,0.2748730778694153,-0.25530676171183586,a doughnut chart,a scatter plot,a scatter plot,774,460,.png,72549,_posts/2018-06-01-lnnb-full-beam-simulations-1806-1812.md:814,
1717,-0.23579586297273636,assets/images/2025/20240804_20250330/20250328_013701_1.jpg,a circular object that is not a chart,0.04457388445734978,0.3249436318874359,-0.28036974743008614,a doughnut chart,a circular object that is not a chart,a circular object that is not a chart,1200,373,.jpg,57114,_posts/2025-03-30-weekly-OFS-40.md:341,
1718,-0.2358197569847107,assets/images/2026/20240730_20260330/20260327_034415_0.jpg,a ring resonator diagram,0.12013429403305054,0.47608834505081177,-0.35595405101776123,a circular percentage chart,a ring resonator diagram,a ring resonator diagram,1200,781,.jpg,116752,_posts/2026-03-30-weekly-OFS-92.md:139,
1719,-0.2362660299986601,assets/images/2024/20240702_20241207/20241207_220439_0.jpg,a technical diagram,0.008555644191801548,0.2533773183822632,-0.24482167419046164,a circular percentage chart,a technical diagram,a technical diagram,1199,671,.jpg,69052,_posts/2024-12-15-weekly-OFS-25.md:196,
1720,-0.23634569719433784,assets/images/2024/20240930_20241009/20241004_034930_3.jpg,a screenshot of a website,0.02863769792020321,0.29362109303474426,-0.26498339511454105,a circular percentage chart,a screenshot of a website,a screenshot of a website,1116,1200,.jpg,219046,_posts/2024-10-13-weekly-OFS-16.md:120,
1721,-0.2365267425775528,assets/images/2025/20240712_20250111/20250108_065607_2.jpg,a circular object that is not a chart,0.03392430394887924,0.3043753504753113,-0.27045104652643204,a circular chart with colored slices,a circular object that is not a chart,a circular object that is not a chart,1200,1167,.jpg,191961,_posts/2025-01-12-weekly-OFS-29.md:213,
1722,-0.23653613589704037,assets/images/2025/20240925_20250706/20250704_054012_1.jpg,a photograph,0.00830658245831728,0.2531493008136749,-0.24484271835535765,a circular percentage chart,a photograph,a photograph,1200,675,.jpg,21543,_posts/2025-07-06-weekly-OFS-54.md:203,
1723,-0.23669786751270294,assets/images/imported/lnnb-full-beam-simulations-1806-1812/image141.png,a scientific plot,0.04179530590772629,0.3202884793281555,-0.27849317342042923,a doughnut chart,a scientific plot,a scientific plot,708,409,.png,57043,_posts/2018-06-01-lnnb-full-beam-simulations-1806-1812.md:254,
1724,-0.2367544323205948,assets/images/2025/20241101_20250124/20250122_084023_0.jpg,a ring resonator diagram,0.03699810057878494,0.3107506334781647,-0.27375253289937973,a circular chart with colored slices,a ring resonator diagram,a ring resonator diagram,902,910,.jpg,106368,_posts/2025-01-26-weekly-OFS-31.md:244,
1725,-0.2367544323205948,assets/images/2025/20241229_20250804/20250122_084023_1.jpg,a ring resonator diagram,0.03699810057878494,0.3107506334781647,-0.27375253289937973,a circular chart with colored slices,a ring resonator diagram,a ring resonator diagram,902,910,.jpg,106368,_posts/2025-08-05-weekly-OFS-58.md:49,
1726,-0.2367544323205948,assets/images/2026/20240611_20260216/20250122_084023_1.jpg,a ring resonator diagram,0.03699810057878494,0.3107506334781647,-0.27375253289937973,a circular chart with colored slices,a ring resonator diagram,a ring resonator diagram,902,910,.jpg,106368,_posts/2026-02-17-weekly-OFS-86.md:62,
1727,-0.23679090291261673,assets/images/2026/20250301_20260304/20260304_052533_0.jpg,a technical diagram,0.03821389004588127,0.3132186830043793,-0.275004792958498,a doughnut chart,a technical diagram,a technical diagram,1200,422,.jpg,102511,_posts/2026-03-02-weekly-OFS-88.md:252,
1728,-0.23679341655224562,assets/images/2025/20240712_20250111/20250107_174752_0.jpg,a scientific plot,0.004901221487671137,0.2465958595275879,-0.24169463803991675,a circular percentage chart,a scientific plot,a scientific plot,750,750,.jpg,26035,,
1729,-0.23682136181741953,assets/images/2025/20241224_20251225_long_thread/20250208_074436_1.jpg,a ring resonator diagram,0.003249939065426588,0.2433212399482727,-0.24007130088284612,a doughnut chart,a ring resonator diagram,a ring resonator diagram,1200,663,.jpg,123767,_posts/2025-12-25-how-to-hold-fibers.md:146,
1730,-0.236946739256382,assets/images/imported/piezoelectric-k-square-20190613/image37.png,a scientific plot,0.03815002366900444,0.31324678659439087,-0.27509676292538643,a circular percentage chart,a scientific plot,a scientific plot,565,152,.png,31309,_posts/2019-06-13-piezoelectric-k-square.md:109,
1731,-0.23712171614170074,assets/images/imported/estimating-a-nanomech-resonator-with-a-jj-or-tuning-it-by-bc/image21.png,a scatter plot,0.06787877529859543,0.3728792667388916,-0.3050004914402962,a circular percentage chart,a scatter plot,a scatter plot,905,620,.png,39978,_posts/2020-01-28-estimating-a-nanomech-resonator-with-a-jj-or-tuning-it-by-bc.md:337,
1732,-0.23715591430664062,assets/images/2026/CES2026/IMG_3295.jpg,a wafer photo,0.01882137358188629,0.2747986614704132,-0.2559772878885269,a circular chart with colored slices,a wafer photo,a wafer photo,4284,5712,.jpg,5340647,_posts/2026-01-18-CES2026.md:431,
